,id_news,country,media_outlet,url,title,text,date,search
0,47317396.0,chile,radioacogida,https://radioacogida.cl/consejeros-destacan-la-entrega-de-11-vehiculos-para-carabineros-de-la-provincia-de-osorno/,Consejeros destacan la entrega de 11 vehículos para Carabineros de la provincia de Osorno.,"Se trata de la entrega oficial de 37 camionetas todo terreno para 22 comunas de la Región de Los Lagos para prestar servicios policiales. La consejera María Angélica Barraza, recordó que pasaron más de 2 años desde que el Consejo Regional aprobará los recursos para la adquisición de estos vehículos para carabineros, ¨hoy ya están acá y son una realidad, valoro que se entreguen a retenes de sectores rurales, donde tanto se requiere para la seguridad de estos sectores¨, dijo la autoridad regional. El consejero José Luis Muñoz, valoró el convenio que se suscribió con Carabineros, recursos que se aprobaron pensando en el bienestar de la ciudadanía para que personal uniformado pueda dar un mejor apoyo, ¨me parece relevante que hayamos entregado este tipo de aporte, pese a que hubo discrepancias al interior del Consejo Regional, ya que propuesta inicial era muy distinta y privilegiaba las provincias, aquí la mirada de los consejeros regionales se centró en pensar en las brechas en sectores rurales donde no habían vehículos policiales¨ Las camionetas policiales 4×4, implicó una inversión de 1.359 millones de pesos. Para la provincia de Osorno se destinaron 11 vehículos para Tenencia Puerto Octay, Retén Las Cascadas, Retén Rupanco, Retén Riachuelo, Retén Corte Alto, Retén Cancura, Retén  Eleuterio Ramirez, Retén Pampa Alegre, Retén Crucero, Retén San Juan de la Costa, Tenencia San Pablo.",2022-03-25,droga
1,47317540.0,chile,radioacogida,https://radioacogida.cl/gobierno-regional-y-consejo-regional-invitan-a-organizaciones-sociales-a-postular-al-fondo-fndr-7/,Gobierno Regional y Consejo Regional invitan a organizaciones sociales a postular al fondo FNDR 7%,"Desde el dia lunes 21 de marzo y hasta el 25 de abril estarán abiertas las postulaciones al fondo concursable FNDR 7%. Así lo dieron a conocer el gobernador regional, Patricio Vallespin y los consejeros regionales de la provincia de Osorno, María Angélica Barraza y Francisco Paredes, en el auditorio de la Municipalidad de la capital provincial, en la ceremonia de lanzamiento de los $4.616 millones que destinó el Gobierno Regional de Los Lagos a organizaciones sociales que resulten ganadores. El gobernador Patricio Vallespin, indicó que “es en un momento histórico, logramos mayores recursos en la negociación con el Ministerio de Hacienda y es para que las organizaciones que hacen cosas tan significativas, tengan más recursos para desarrollar sus proyectos y más facilidades a la hora de postular. Estamos demostrando que se pueden hacer las cosas de mejor manera, no va a ser a fines de año que se entreguen los recursos, sino a mediados de año lo que es un cambio fundamental para que puedan rendir muy bien, que fue una exigencia que siempre nos hicieron. Aumento que también La presidenta de la comisión provincia de Osorno, María Angélica Barraza, invitó a que más organizaciones participen, pues se aumentó en un 31%, es decir $1.540 millones, en relación al año pasado, para la región y para la provincia de Osorno se destinaron 1.384 millones e indicó que de 12 papeles que se solicitaban en años anteriores ahora disminuyó en 6 documentos, lo que facilita el proceso. En tanto, el consejero Francisco Paredes valoró que el concurso se abra en marzo y que además se disponga de un fono de WhatsApp, donde los dirigentes pueden aclarar todas las dudas correspondientes a sus proyectos y así realizar una postulación correcta al concurso. Las organizaciones sociales pueden postular desde este lunes 21 de marzo hasta el 25 de abril en www.goreloslagos.cl y pueden realizar consultas al WhatsApp +569 5810 4257.",2022-03-23,droga
2,47325581.0,chile,seminariolocal,https://www.semanariolocal.cl/archivos/4864,Ministro Carlos Montes entrega detalles de la postulación a Subsidio para Clase Media 2022,"El primer llamado del Subsidio Habitacional para Sectores Medios – DS1 – estará abierto del 19 al 29 de abril. Para poder postular, las familias deberán tener el ahorro depositado como saldo disponible a más tardar el día 31 de marzo. El ministro de Vivienda y Urbanismo, Carlos Montes, explicó que “este subsidio va en apoyo de las miles de familias en todo Chile que necesitan una vivienda. Este beneficio les entrega la opción de que puedan aplicarlo en una vivienda nueva, usada o también, construir en un sitio que sea de la familia”. Para postular a esta ayuda que entrega el Gobierno es necesario tener el ahorro antes del 31 de marzo, y cumplir con todos los requisitos necesarios para acceder a este beneficio, que se pueden revisar en la página web www.minvu.cl. El subsidio para Sectores Medios, más conocido como el “Subsidio para la Clase Media”, es un programa regular del Ministerio de Vivienda y Urbanismo, que por lo general abre dos llamados a postulación en el año, siendo el primero de ellos en el mes de abril. Además, por la situación sanitaria, se han dispuesto alternativas de postulación. La primera de ellas es la vía automática, para aquellas personas que postularon al Segundo Llamado 2021 del Subsidio para Sectores Medios (realizado entre el 21 y el 29 de octubre del año pasado) y que no fueron seleccionadas, podrán postular al actual llamado si cumplen con los requisitos exigidos para cada uno de los Tramos y aceptar la propuesta de postulación que el Minvu enviará a sus correos electrónicos o directamente en www.minvu.cl. Además, podrán optar por cambiar su Tramo de postulación si acreditan los requisitos hacerlo. Otra vía es la postulación online, dirigido a personas interesadas en postular en la modalidad de adquisición de viviendas, en la alternativa individual. Para esto, deben contar con su Clave Única entregada por el Servicio de Registro Civil e Identificación (al igual que los integrantes de su núcleo familiar mayores de 18 años, exceptuando a su cónyuge); deberán tener sus ahorros en instituciones financieras con información en línea con el Minvu (Banco Estado, Banco Scotiabank, Coopeuch y Caja Los Andes); y que también no necesiten acreditar ninguna situación especial con documentación anexa. Por último, se puede postular vía Formulario de Atención Ciudadana, donde las personas que no puedan materializar su postulación a través de las vías señaladas anteriormente, podrán presentar su solicitud de postulación a través de la plataforma “Formulario de Atención Ciudadana” adjuntando los documentos que serán solicitados. Consideraciones especiales para este llamado: •             Se aceptarán las cédulas de Identidad que no estén vigentes. (D.S. N°147 de 2021 del Ministerio de Justicia y DDHH). •             No se exigirá pre aprobación de un crédito hipotecario. •             Para aquellos postulantes a la modalidad de Construcción en Sitio Propio que hayan postulado al primer o segundo llamado 2021 y que no resultaron seleccionados, se les considerarán los documentos de acreditación del terreno y factibilidades presentados en dichos llamados. Para los que no han postulado en dichos llamados estos documentos deben haber sido emitidos a partir del 1° de enero de 2021.",2022-03-21,droga
3,47325585.0,chile,seminariolocal,https://www.semanariolocal.cl/archivos/4858,DP Claudia Pailalef: “Puertas estan abiertas al diálogo y al trabajo con la comunidad”,"Una importante sesión del Consejo Regional se realizó esta jornada en el edificio provincial de la Delegación de Osorno. La Delegada Presidencial, Claudia Pailalef, dio la bienvenida a los consejeros provinciales y manifestó  su compromiso y apoyo en el trabajo para el desarrollo del territorio. En la ocasión, estuvo también entregando su saludo el  Gobernador Regional, Patricio Vallespín, quien estuvo atento a las materias abordadas en la mesa de trabajo. La delegada Presidencial, destacó que desde que asumió el cargo, han sido días de intenso y grato trabajo recibiendo a diversos actores de la comunidad y organizaciones del estado y es así que en la presente jornada se abrieron las puertas de la sala de Gobernadores del edificio provincial para que se lleve a cabo una nueva instancia de trabajo con la presencia de los Consejeros Regionales de la comisión provincial,  que en esta ocasión abordaron importantes temas para bien del territorio local. “Reiterar a la comunidad que este espacio es de todos y vamos a estar siempre con las puertas abiertas para escuchar sus inquietudes en un trabajo cercano con acento en nuestros vecinos y las personas, un sello que nos  ha encomendado el Presidente de la República, Gabriel Boric, apuntando a lograr un gobierno ciudadano”, señaló la Delegada Presidencial de Osorno, Claudia Pailalef. Por su parte, el Gobernador Regional, Patricio Vallespín, se refirió a la instancia de trabajo con los consejeros provinciales e indicó que fue muy grato estar en la Delegación, poder saludar también a la Delegada Provincial y constatar su compromiso con el trabajo ciudadano de forma cercana. “Respecto a la reunión con los consejeros me parece fue muy positiva, pues nuestras preocupaciones son ver cómo servimos mejor a la región, resolvemos los problemas de la provincia y trabajando en equipo es la única manera de lograrlo. Por ello, entre otras materias se estuvo analizando en detalle la petición que ha hecho el municipio de Osorno respecto a que el Gobierno Regional debiera pagar parte o todo respecto al juicio que ellos tienen  respecto al tema de residuos y se obtuvo una conclusión bastante clara al respecto, que es  que esta solicitud no procede” , sentenció el Gobernador Regional.",2022-03-21,droga
4,47330793.0,chile,radiosago,https://www.radiosago.cl/estudiantes-de-escuela-carlos-condell-dejan-mensajes-motivacionales-en-puentes-de-osorno/,Estudiantes de Escuela Carlos Condell dejan mensajes motivacionales en puentes de Osorno,"En el marco de los procesos de formación ciudadana que desarrolla el establecimiento educacional Carlos Condell, en Rahue Alto, estudiantes de 8vo y 6to año junto a docentes y apoderados, intervinieron los Puentes Colgante en Ovejería y San Pablo, donde instalaron mensajes motivacionales, a través de la campaña “No Estás Solo. Vuelve a Casa” que busca sensibilizar a la comunidad y contribuir a la prevención del suicidio. En este sentido, Rafael Álvarez, docente del establecimiento municipal de enseñanza básica manifestó que “con estas acciones, que nacen en el seno de la educación pública, buscamos fomentar en nuestros estudiantes desde temprana edad, la formación de una conciencia ciudadana, permitiendo que se involucren en temas sensibles y de los cuales no podemos estar ajenos. Como escuela, vemos con preocupación lo que ocurre en estos viaductos y por ello la necesidad de dejar de ver el tema como un tabú, naciendo la iniciativa de instalar estos mensajes de reflexión y motivación para quienes puedan estar pasando momentos complejos”. En esta línea, Valentina Silva, estudiante de 8vo año de la Escuela Carlos Condell señaló que “como jóvenes entendemos que es un tema delicado, pero del cual debemos tener conciencia. Con esta acción queremos aportar con un granito de arena, siendo el primer establecimiento que este 2022 realiza la intervención, y que solo busca entregar un mensaje de aliento de ayuda a la comunidad”. Asimismo, Bastián Huenchuán, alumno del mismo nivel educativo comentó que “decidimos organizarnos junto a profesores y apoderados, crear nuestros carteles con los cuales esperamos que no solo quien esté afectado emocionalmente reflexione, sino que todo el que lo vea. Solo esperamos contribuir con estos mensajes, que todos podamos volver a casa”. ",2022-03-26,droga
5,47330864.0,chile,radiosago,https://www.radiosago.cl/detienen-a-sujeto-implicado-en-robo-a-colegio-de-osorno/,Detienen a sujeto implicado en robo a colegio de Osorno,"Carabineros de la Sección de Investigaciones Policiales (SIP) de la Primera Comisaría de Osorno aclaró esta tarde el robo que, la semana pasada, afectó a un colegio en esa ciudad. Según informó el mayor Carlos Reyes, de la Primera Comisaría de Osorno, cerca de las 13 horas de esta tarde, personal policial detuvo a un sujeto en calle Zenteno, a la altura del número 2.617. La aprehensión del individuo se logró en el marco de una denuncia que la policía uniformada había recibido el pasado 18 de marzo, en relación al robo en lugar no habitado que afectó al colegio “Ana Aichele”. Con los antecedentes de la denuncia, el personal policial se avocó a la tarea de encontrar a los delincuentes. Las tareas investigativas permitieron detectar que las especies robadas eran ofrecidas en el “MarketPlace” de Facebook. Con una orden amplia de investigar, Carabineros logró la detención del imputado, el que estaría vinculado a otros ilícitos, según explicó el mayor Reyes. Entre las especies recuperadas se cuentan dos notebook y una Tablet, entre otras.",2022-03-24,droga
6,47331107.0,chile,radiosago,https://www.radiosago.cl/corte-rechaza-recurso-de-proteccion-en-contra-de-inmobiliaria-por-humedal-urbano-en-osorno/,Corte rechaza recurso de protección en contra de inmobiliaria por humedal urbano en Osorno,"La Corte de Apelaciones de Valdivia rechazó el recurso de protección interpuesto por la Municipalidad de Osorno en contra de la inmobiliaria Socovesa SA, que buscaba paralizar las obras que la empresa ejecuta en el sector Las Quemas, tras verificar que el espacio fue reconocido por el Ministro del Medio Ambiente, en enero pasado, como humedal urbano. En fallo unánime (causa rol 2.476-2021), la Segunda Sala del tribunal de alzada –integrada por los ministros Juan Ignacio Correa Rosado, Samuel Muñoz Weisz y la fiscal judicial Gloria Hidalgo Álvarez – rechazó la acción cautelar intentada por el municipio osornino, tras la declaración de humedal urbano de Las Quemas, dictada por el Ministro del Medio Ambiente. “Con posterioridad a la interposición del recurso de protección, durante la tramitación del mismo, se dictó la Resolución Exenta Nº 49, de 19 de enero de 2022, del Ministro del Medio Ambiente, por la cual se acogió la solicitud de la Municipalidad recurrente, que pedía la declaración de ‘Humedal Urbano Las Quemas’, con ello, a la fecha, se encuentra resuelta dicha petición que a la época de presentación de la acción constitucional era solo una solicitud en trámite (…)”, sostiene el fallo. La resolución agrega que: “Por su parte, producto de las denuncias relacionadas con la Inmobiliaria recurrida, la Superintendencia del Medio Ambiente inició una investigación por posible elusión al Sistema de Evaluación de Impacto Ambiental, la que se encuentra actualmente en curso, siendo relevante consignar que el 9 de febrero de 2022, se dictó la Resolución Exenta N° 209 que ordenó la medida provisional pre procedimental contemplada en la letra d) del artículo 48 de la LOSMA, esto es, ‘la detención parcial del funcionamiento de las instalaciones’ a Inmobiliaria Socovesa Sur respecto del Condominio Tierra Noble 4° Etapa, cuyas obras se ejecutan al interior del Humedal las Quemas Sector 4”. Para el tribunal de alzada, en la especie: “Así, el Humedal ya cuenta con una declaración que lo incluye en la protección que brinda la Ley 21.202; y por otra parte, la autoridad fiscalizadora del medio ambiente, con autorización del Tribunal Ambiental, ha decretado la medida provisional pre procedimental que paraliza las obras, por estar comprendidas en el Humedal”. “Es evidente entonces –continua– que se ha conseguido el objeto perseguido con esta acción constitucional. La labor de fiscalización de los hechos que han motivado este recurso siguen estando bajo investigación de la Superintendencia del Medio Ambiente, al tenor de lo dispuesto en el artículo 3 de La Ley N° 20.417 (posible elusión al Sistema de Evaluación de Impacto Ambiental); y por otro, con la decisión adoptada por el Ministerio de Medio Ambiente, el humedal ha sido reconocido como tal y goza de la protección que le brinda la Ley N° 21.202 (declaración de humedal urbano)”. “Por último, la petición de paralizar hasta que la empresa Socovesa obtenga el resultado del informe de estudio de impacto ambiental –a fin a fin de resguardar debidamente el humedal y el ecosistema– es una decisión que se encuentra actualmente al amparo de las autoridades ambientales, que conforme a su especificidad técnica y un conocimiento experto, sumado al dominio de los aspectos jurídicos del asunto, compelen a su intervención, lo que ha ocurrido en este caso, razones que permiten desestimar la acción”, concluye. Por tanto, resuelve que: “se rechaza el recurso de protección deducido por la Municipalidad de Osorno en contra de Socovesa S.A. Remítase copia de esta sentencia a la Superintendencia del Medio Ambiente, para su conocimiento, en su oportunidad”.",2022-03-21,droga
7,47330935.0,chile,radiosago,https://www.radiosago.cl/decomisan-droga-en-osorno-que-iba-con-destino-a-puerto-montt-se-detuvo-a-tres-personas-en-dos-controles/,Decomisan droga en Osorno que iba con destino a Puerto Montt: se detuvo a tres personas en dos controles,"Personal del OS7 de Carabineros, a través de un control carretero en San Pablo, detuvo a dos personas de nacionalidad colombiana que iban a bordo de un bus con destino a Puerto Montt. Con la ayuda de un can, se pudo determinar entre las pertenencias de estas personas drogas de diferente índole, entre ellas: marihuana, clorhidrato de cocaína, gomitas de LSD y “tusi” El coronel Gustavo Saavedra, dio a conocer que uno de los detenidos mantenía antecedentes policiales. En la instancia, María Angélica de Miguel, Fiscal en Jefe de Osorno, comentó otro control carretero, en donde se detuvo a una persona chilena por mantener marihuana y hongos alucinógenos. Los tres detenidos, en estos dos controles, pasaron a control de detención para la audiencia correspondiente, por tráfico y microtráfico de drogas. Desde Carabineros se informó que, en lo que va del 2022, se han decomisado más de seis kilos de diferentes sustancias ilícitas. Asimismo se señaló que, durante los últimos dos años, se ha visto un incremento en el decomiso de la droga denominada “tusi”.",2022-03-24,droga
8,47330954.0,chile,radiosago,https://www.radiosago.cl/pdi-detiene-a-hombre-de-80-anos-por-homicidio-frustrado-en-osorno/,PDI detiene a hombre de 80 años por homicidio frustrado en Osorno,"Detectives de la Brigada de Homicidios de Osorno detuvieron a un hombre de 80 años sindicado como el presunto autor del delito de homicidio frustrado, hecho ocurrido durante este martes. De acuerdo a la diligencias investigativas desarrolladas, dos hombres adultos se encontraban compartiendo, para luego trasladarse hasta el sector Cancura, instancia en la que se generó una discusión en que uno de los sujetos premunido de un arma corto punzante, le provocó una herida en el cuerpo a otro de 61 años. Producto de ello, la víctima fue trasladada hasta el Hospital Base de Osorno, donde se mantiene internado. El subprefecto Jaime Quiroz, jefe de la Brigada de Homicidios de Osorno, entregó detalles del hecho. Durante la mañana de este miércoles, el detenido fue puesto a disposición del Juzgado de Garantía por homicidio frustrado.",2022-03-23,droga
9,47333314.0,chile,radioacogida,https://radioacogida.cl/alcalde-carrillo-invita-a-la-comunidad-a-asistir-este-domingo-27-a-desfile-aniversario-de-osorno-y-el-lunes-28-a-cuenta-publica-gestion-2021/,ALCALDE CARRILLO INVITA A LA COMUNIDAD A ASISTIR ESTE DOMINGO 27 A DESFILE ANIVERSARIO DE OSORNO Y EL LUNES 28 A CUENTA PÚBLICA GESTIÓN 2021,"El alcalde Emeterio Carrillo invitó a la comunidad a asistir al tradicional “DesfileCívico Militar” por el aniversario 464 de Osorno y la “Cuenta Pública Gestión 2021”;actividades que se desarrollarán este domingo 27 y el próximo lunes 28 de marzo,respectivamente.El primer evento se efectuará a las 12:00 horas, en Plaza de Armas, frente alEdificio Consistorial, en avenida Mackenna, y considera la presentación de alumnosde establecimientos educativos, organizaciones sociales, instituciones relevantes delquehacer comunal, además de contingente de Carabineros y del DestacamentoNúmero 9 Arauco. En tanto, la Cuenta Pública tendrá lugar el lunes 28, a las 20:00 horas, en el HotelSonesta, “y es una actividad que forma parte de la transparencia de la acciónmunicipal para con nuestra comunidad, en torno a dar a conocer las accionesrealizadas durante el último año. Por ello, invitamos a los vecinos a ser parte deesta ceremonia, donde es importante señalar que deben portar su Pase deMovilidad para ingresar a este recinto”, indicó el jefe comunal.“Hablamos de dos actividades que, tras dos años, vuelven a realizarse de formapública, pues la situación actual de la pandemia en nuestro país permite efectuareste tipo de eventos, con asistencia de personas”, sostuvo Carrillo.",2022-03-25,droga
